time,latitude,longitude,elevation,distance,heart_rate
2025-07-27 12:35:21,37.794481,-122.394033,6.2,0.0,116
2025-07-27 12:35:22,37.794512,-122.394049,6.0,1.4,116
2025-07-27 12:35:23,37.794526,-122.394061,6.0,2.8,116
2025-07-27 12:35:24,37.794539,-122.394074,6.4,4.1,116
2025-07-27 12:35:25,37.794552,-122.394086,6.4,5.5,116
2025-07-27 12:35:26,37.794581,-122.394114,6.6,8.3,116
2025-07-27 12:35:27,37.79459,-122.394121,5.8,11.1,116
2025-07-27 12:35:28,37.794618,-122.39414,5.4,12.7,116
2025-07-27 12:35:29,37.794629,-122.394148,5.0,14.3,116
2025-07-27 12:35:30,37.794641,-122.394156,4.6,15.9,116
2025-07-27 12:35:33,37.794641,-122.394156,4.6,21.6,116
2025-07-27 12:35:35,37.794641,-122.394156,4.6,27.0,116
2025-07-27 12:35:36,37.794716,-122.394173,4.6,28.3,116
2025-07-27 12:35:38,37.794791,-122.39419,5.0,29.5,116
2025-07-27 12:35:39,37.794865,-122.394208,5.0,30.8,120
2025-07-27 12:35:40,37.79494,-122.394225,4.8,32.0,120
2025-07-27 12:35:41,37.794961,-122.394242,4.8,32.0,120
2025-07-27 12:35:42,37.794979,-122.394254,4.8,32.0,120
2025-07-27 12:35:43,37.794995,-122.394271,4.8,35.9,120
2025-07-27 12:35:44,37.795013,-122.394298,4.6,38.6,120
2025-07-27 12:35:45,37.79502,-122.394303,4.2,41.2,122
2025-07-27 12:35:46,37.795037,-122.394337,4.2,43.1,122
2025-07-27 12:35:47,37.795045,-122.394351,4.4,44.9,119
2025-07-27 12:35:48,37.795054,-122.394365,4.4,46.8,119
2025-07-27 12:35:49,37.795076,-122.394387,4.2,48.4,119
2025-07-27 12:35:50,37.795085,-122.394394,4.2,50.0,119
2025-07-27 12:35:51,37.795095,-122.3944,4.4,51.6,119
2025-07-27 12:35:52,37.795106,-122.394412,4.4,51.6,119
2025-07-27 12:35:53,37.795118,-122.394423,4.4,55.5,119
2025-07-27 12:35:54,37.795136,-122.394445,4.4,57.0,119
2025-07-27 12:35:55,37.795143,-122.394456,4.4,58.5,119
2025-07-27 12:35:56,37.795151,-122.394466,4.4,60.0,119
2025-07-27 12:35:57,37.795115,-122.39456,4.6,60.0,119
2025-07-27 12:35:58,37.795133,-122.39458,4.6,63.5,130
2025-07-27 12:35:59,37.795165,-122.394599,4.8,65.5,130
2025-07-27 12:36:00,37.795176,-122.394611,4.8,67.5,130
2025-07-27 12:36:01,37.795186,-122.394622,4.6,69.5,130
2025-07-27 12:36:02,37.795218,-122.394643,4.8,71.5,130
2025-07-27 12:36:03,37.795232,-122.39465,5.0,73.4,130
2025-07-27 12:36:04,37.795246,-122.394657,5.0,75.4,130
2025-07-27 12:36:05,37.79527,-122.394677,4.8,78.2,130
2025-07-27 12:36:06,37.795279,-122.394684,4.8,81.0,130
2025-07-27 12:36:07,37.795312,-122.394717,4.8,83.3,130
2025-07-27 12:36:08,37.795327,-122.394726,4.6,85.7,130
2025-07-27 12:36:09,37.795341,-122.394736,4.6,88.0,130
2025-07-27 12:36:10,37.795373,-122.394752,4.6,91.2,136
2025-07-27 12:36:11,37.795386,-122.394759,4.6,94.4,136
2025-07-27 12:36:12,37.795437,-122.394765,4.6,97.1,136
2025-07-27 12:36:13,37.795453,-122.394768,5.0,99.7,138
2025-07-27 12:36:14,37.79547,-122.39477,5.0,102.4,138
2025-07-27 12:36:16,37.795557,-122.394736,4.4,107.3,138
2025-07-27 12:36:17,37.795597,-122.394758,4.0,109.6,138
2025-07-27 12:36:18,37.79561,-122.394765,4.0,112.0,138
2025-07-27 12:36:19,37.795623,-122.394772,4.4,114.3,138
2025-07-27 12:36:20,37.795654,-122.394797,4.2,116.5,139
2025-07-27 12:36:21,37.795667,-122.394805,4.0,118.8,139
2025-07-27 12:36:22,37.79568,-122.394814,4.4,121.0,139
2025-07-27 12:36:23,37.79571,-122.394839,5.0,124.4,137
2025-07-27 12:36:24,37.795721,-122.394848,4.6,127.8,137
2025-07-27 12:36:25,37.79575,-122.394877,5.0,129.9,137
2025-07-27 12:36:26,37.795762,-122.394886,4.6,131.9,137
2025-07-27 12:36:27,37.795774,-122.394895,4.6,134.0,137
2025-07-27 12:36:28,37.795801,-122.394922,4.2,137.1,137
2025-07-27 12:36:29,37.795809,-122.394931,4.0,140.1,137
2025-07-27 12:36:30,37.795851,-122.394953,4.4,142.5,137
2025-07-27 12:36:31,37.795865,-122.394967,4.6,145.0,146
2025-07-27 12:36:32,37.795878,-122.39498,4.6,147.4,146
2025-07-27 12:36:33,37.795914,-122.395003,4.4,151.4,145
2025-07-27 12:36:34,37.795924,-122.395012,4.4,155.3,145
2025-07-27 12:36:35,37.795963,-122.395036,4.8,157.4,145
2025-07-27 12:36:36,37.795976,-122.395046,4.4,159.5,145
2025-07-27 12:36:37,37.79599,-122.395056,4.6,161.6,145
2025-07-27 12:36:38,37.796026,-122.395082,4.8,164.1,145
2025-07-27 12:36:39,37.796039,-122.395091,5.0,166.6,145
2025-07-27 12:36:40,37.796052,-122.395101,4.6,169.1,145
2025-07-27 12:36:41,37.796088,-122.395129,4.8,172.7,145
2025-07-27 12:36:42,37.796105,-122.395142,4.6,176.3,148
2025-07-27 12:36:43,37.796148,-122.395178,5.2,179.5,148
2025-07-27 12:36:44,37.796167,-122.39519,5.0,182.6,148
2025-07-27 12:36:45,37.796187,-122.395203,5.2,185.8,148
2025-07-27 12:36:46,37.796226,-122.395236,4.8,190.5,148
2025-07-27 12:36:47,37.796238,-122.395247,4.8,195.1,148
2025-07-27 12:36:48,37.796274,-122.395279,4.8,197.6,148
2025-07-27 12:36:49,37.796288,-122.395294,4.6,200.2,148
2025-07-27 12:36:50,37.796302,-122.395308,4.6,202.7,148
2025-07-27 12:36:51,37.796334,-122.395342,4.6,206.7,151
2025-07-27 12:36:52,37.796342,-122.395354,4.4,210.7,151
2025-07-27 12:36:53,37.796377,-122.395379,4.0,212.8,151
2025-07-27 12:36:54,37.796393,-122.395388,4.2,214.9,151
2025-07-27 12:36:55,37.796409,-122.395396,4.4,217.0,151
2025-07-27 12:36:56,37.796442,-122.395428,4.6,219.4,151
2025-07-27 12:36:57,37.796453,-122.395437,5.0,221.9,152
2025-07-27 12:36:58,37.796464,-122.395447,4.4,224.3,152
2025-07-27 12:36:59,37.796499,-122.395466,4.8,227.6,152
2025-07-27 12:37:00,37.79651,-122.395471,4.8,230.9,152
2025-07-27 12:37:01,37.796539,-122.395473,4.6,232.5,152
2025-07-27 12:37:02,37.796551,-122.395472,4.8,234.2,152
2025-07-27 12:37:03,37.796563,-122.39547,5.4,235.8,152
2025-07-27 12:37:04,37.7966,-122.395457,5.2,239.2,152
2025-07-27 12:37:05,37.796614,-122.395456,5.0,242.6,152
2025-07-27 12:37:06,37.796646,-122.395457,4.8,244.7,152
2025-07-27 12:37:07,37.79666,-122.395461,4.8,246.9,152
2025-07-27 12:37:08,37.796673,-122.395466,4.6,249.0,152
2025-07-27 12:37:09,37.796712,-122.395475,4.6,251.6,152
2025-07-27 12:37:10,37.796727,-122.395476,4.6,254.3,152
2025-07-27 12:37:11,37.796743,-122.395476,4.2,256.9,153
2025-07-27 12:37:12,37.796781,-122.395476,4.6,260.1,153
2025-07-27 12:37:13,37.796794,-122.395475,4.8,263.3,153
2025-07-27 12:37:14,37.796848,-122.395465,4.6,265.9,153
2025-07-27 12:37:15,37.796869,-122.395458,4.6,268.5,153
2025-07-27 12:37:16,37.796891,-122.395451,4.2,271.1,154
2025-07-27 12:37:17,37.796928,-122.395449,4.6,275.0,154
2025-07-27 12:37:18,37.796941,-122.395454,4.8,278.8,154
2025-07-27 12:37:19,37.796973,-122.395486,4.6,281.1,154
2025-07-27 12:37:20,37.796986,-122.395496,4.8,283.3,156
2025-07-27 12:37:21,37.797,-122.395507,5.0,285.6,156
2025-07-27 12:37:22,37.79702,-122.395528,4.8,288.1,156
2025-07-27 12:37:23,37.79703,-122.395535,4.8,290.6,156
2025-07-27 12:37:24,37.797063,-122.39556,4.4,292.4,156
2025-07-27 12:37:25,37.797074,-122.395571,4.2,294.3,156
2025-07-27 12:37:26,37.797086,-122.395582,4.2,296.1,156
2025-07-27 12:37:27,37.797113,-122.395607,4.4,298.4,156
2025-07-27 12:37:28,37.797124,-122.395617,5.0,300.8,156
2025-07-27 12:37:29,37.797136,-122.395626,5.2,303.1,155
2025-07-27 12:37:30,37.797165,-122.39566,5.2,305.9,155
2025-07-27 12:37:31,37.797174,-122.395668,4.8,308.7,155
2025-07-27 12:37:32,37.797205,-122.395691,4.6,311.0,155
2025-07-27 12:37:33,37.797218,-122.395704,4.6,313.4,155
2025-07-27 12:37:34,37.79723,-122.395717,4.8,315.7,155
2025-07-27 12:37:35,37.797253,-122.39574,4.4,319.0,156
2025-07-27 12:37:36,37.797261,-122.395742,4.8,322.2,156
2025-07-27 12:37:37,37.797292,-122.395767,4.4,324.3,156
2025-07-27 12:37:38,37.797304,-122.395779,4.6,326.4,156
2025-07-27 12:37:39,37.797317,-122.395791,4.8,328.5,156
2025-07-27 12:37:40,37.797341,-122.395832,4.4,332.1,156
2025-07-27 12:37:41,37.797351,-122.395847,4.6,335.6,156
2025-07-27 12:37:42,37.797389,-122.395877,4.6,338.0,156
2025-07-27 12:37:43,37.797407,-122.395893,5.2,340.5,156
2025-07-27 12:37:44,37.797424,-122.39591,5.0,342.9,156
2025-07-27 12:37:45,37.797453,-122.395934,4.8,344.7,156
2025-07-27 12:37:46,37.797466,-122.395948,4.8,346.6,153
2025-07-27 12:37:47,37.797479,-122.395961,5.0,348.4,154
2025-07-27 12:37:48,37.797506,-122.395988,4.8,351.9,154
2025-07-27 12:37:49,37.797515,-122.395997,4.6,355.3,154
2025-07-27 12:37:50,37.797541,-122.396018,4.8,357.1,154
2025-07-27 12:37:51,37.79755,-122.39603,5.0,358.9,154
2025-07-27 12:37:52,37.79756,-122.396041,4.8,360.7,154
2025-07-27 12:37:53,37.797595,-122.396076,5.2,364.4,154
2025-07-27 12:37:54,37.797601,-122.396085,4.8,368.0,152
2025-07-27 12:37:55,37.797637,-122.396109,5.4,370.0,152
2025-07-27 12:37:56,37.79765,-122.39612,5.6,372.1,152
2025-07-27 12:37:57,37.797662,-122.396131,5.2,374.1,152
2025-07-27 12:37:58,37.79769,-122.396151,5.2,377.5,152
2025-07-27 12:37:59,37.7977,-122.396157,4.8,380.8,154
2025-07-27 12:38:00,37.797734,-122.39619,5.0,383.0,154
2025-07-27 12:38:01,37.797745,-122.396198,5.0,385.3,154
2025-07-27 12:38:02,37.797757,-122.396205,5.4,387.5,154
2025-07-27 12:38:03,37.797784,-122.396239,5.0,389.5,154
2025-07-27 12:38:04,37.797797,-122.396252,4.6,391.6,154
2025-07-27 12:38:05,37.797809,-122.396265,4.8,393.6,154
2025-07-27 12:38:06,37.797833,-122.396287,4.6,396.8,154
2025-07-27 12:38:07,37.79784,-122.396295,5.2,399.9,154
2025-07-27 12:38:08,37.797881,-122.396318,5.0,402.3,154
2025-07-27 12:38:09,37.797893,-122.396327,5.2,404.6,154
2025-07-27 12:38:10,37.797904,-122.396336,5.0,407.0,156
2025-07-27 12:38:11,37.797931,-122.396362,5.0,409.8,156
2025-07-27 12:38:12,37.79794,-122.396369,4.8,412.6,156
2025-07-27 12:38:13,37.797975,-122.396394,5.0,414.8,156
2025-07-27 12:38:14,37.797987,-122.396406,5.0,417.1,156
2025-07-27 12:38:15,37.798,-122.396418,4.6,419.3,156
2025-07-27 12:38:16,37.798028,-122.39644,4.8,421.5,158
2025-07-27 12:38:17,37.798041,-122.396448,4.8,423.7,158
2025-07-27 12:38:18,37.798053,-122.396455,5.4,425.9,158
2025-07-27 12:38:19,37.798087,-122.396468,5.4,428.6,158
2025-07-27 12:38:20,37.798098,-122.396477,5.2,431.3,158
2025-07-27 12:38:21,37.798124,-122.3965,5.4,433.5,158
2025-07-27 12:38:22,37.798134,-122.396511,5.2,435.8,158
2025-07-27 12:38:23,37.798145,-122.396521,5.2,438.0,158
2025-07-27 12:38:24,37.79818,-122.396538,5.2,440.9,158
2025-07-27 12:38:25,37.798188,-122.396549,5.4,443.8,158
2025-07-27 12:38:26,37.798229,-122.396572,5.4,446.3,158
2025-07-27 12:38:27,37.798244,-122.396582,5.2,448.9,158
2025-07-27 12:38:28,37.798259,-122.396591,5.2,451.4,158
2025-07-27 12:38:29,37.798292,-122.396619,5.4,455.0,158
2025-07-27 12:38:30,37.798299,-122.396627,5.2,458.5,157
2025-07-27 12:38:31,37.798333,-122.396655,5.6,460.7,157
2025-07-27 12:38:32,37.798345,-122.396664,5.2,462.8,157
2025-07-27 12:38:33,37.798358,-122.396672,4.8,465.0,157
2025-07-27 12:38:34,37.798388,-122.396708,4.6,467.4,158
2025-07-27 12:38:35,37.798399,-122.396717,4.6,469.9,158
2025-07-27 12:38:36,37.798411,-122.396727,4.4,472.3,158
2025-07-27 12:38:37,37.798436,-122.396751,4.2,475.1,158
2025-07-27 12:38:38,37.798446,-122.396761,4.6,477.8,158
2025-07-27 12:38:39,37.798474,-122.396791,4.6,480.1,157
2025-07-27 12:38:40,37.798487,-122.396804,4.8,482.5,157
2025-07-27 12:38:41,37.798499,-122.396816,5.2,484.8,157
2025-07-27 12:38:42,37.798528,-122.396843,5.0,487.9,157
2025-07-27 12:38:43,37.798538,-122.396855,5.0,490.9,157
2025-07-27 12:38:44,37.798562,-122.396886,5.8,493.0,157
2025-07-27 12:38:45,37.798572,-122.396899,5.4,495.0,157
2025-07-27 12:38:46,37.798582,-122.396911,5.6,497.1,157
2025-07-27 12:38:47,37.798606,-122.396938,5.6,500.4,157
2025-07-27 12:38:48,37.798614,-122.396946,5.4,503.7,157
2025-07-27 12:38:49,37.79865,-122.396973,5.6,505.7,157
2025-07-27 12:38:50,37.798659,-122.396986,5.4,507.8,157
2025-07-27 12:38:51,37.798669,-122.397,5.4,509.8,157
2025-07-27 12:38:52,37.798696,-122.39704,5.4,512.2,157
2025-07-27 12:38:53,37.798708,-122.397054,5.4,514.5,157
2025-07-27 12:38:54,37.79872,-122.397068,5.0,516.9,157
2025-07-27 12:38:55,37.798748,-122.397089,5.2,520.1,157
2025-07-27 12:38:56,37.798759,-122.397095,5.2,523.2,158
2025-07-27 12:38:57,37.798784,-122.397129,5.0,525.5,158
2025-07-27 12:38:58,37.798796,-122.397139,5.2,527.8,156
2025-07-27 12:38:59,37.798809,-122.397148,5.0,530.1,156
2025-07-27 12:39:00,37.798836,-122.397173,4.8,533.0,156
2025-07-27 12:39:01,37.798848,-122.397182,4.6,535.9,156
2025-07-27 12:39:02,37.798881,-122.397204,4.6,538.0,156
2025-07-27 12:39:03,37.798894,-122.397219,5.0,540.0,156
2025-07-27 12:39:04,37.798906,-122.397235,5.0,542.1,156
2025-07-27 12:39:05,37.798931,-122.39726,4.8,545.8,156
2025-07-27 12:39:06,37.798938,-122.397271,5.2,549.5,155
2025-07-27 12:39:07,37.798974,-122.397291,5.2,551.5,156
2025-07-27 12:39:08,37.798986,-122.3973,5.0,553.6,156
2025-07-27 12:39:09,37.798998,-122.397309,4.6,555.6,156
2025-07-27 12:39:10,37.799036,-122.397342,4.8,558.0,156
2025-07-27 12:39:11,37.799051,-122.397357,4.6,560.4,156
2025-07-27 12:39:12,37.799066,-122.397371,5.0,562.8,156
2025-07-27 12:39:13,37.799089,-122.397398,4.4,566.4,156
2025-07-27 12:39:14,37.7991,-122.397402,4.4,570.0,155
2025-07-27 12:39:15,37.799127,-122.397425,4.4,572.0,155
2025-07-27 12:39:16,37.799142,-122.397435,4.2,574.1,155
2025-07-27 12:39:17,37.799156,-122.397446,4.2,576.1,155
2025-07-27 12:39:18,37.799149,-122.397488,4.6,578.2,155
2025-07-27 12:39:19,37.799158,-122.397498,4.8,580.2,155
2025-07-27 12:39:20,37.799194,-122.397528,4.4,582.7,155
2025-07-27 12:39:21,37.799207,-122.39754,4.8,585.1,156
2025-07-27 12:39:22,37.799221,-122.397551,4.6,587.6,156
2025-07-27 12:39:23,37.799253,-122.397576,4.6,589.7,156
2025-07-27 12:39:24,37.799264,-122.397589,5.2,591.9,156
2025-07-27 12:39:25,37.799275,-122.397603,4.8,594.0,156
2025-07-27 12:39:26,37.799309,-122.397629,4.8,597.5,156
2025-07-27 12:39:27,37.79932,-122.397637,4.4,601.0,156
2025-07-27 12:39:28,37.799354,-122.397659,4.6,603.4,156
2025-07-27 12:39:29,37.799361,-122.397664,4.8,605.8,156
2025-07-27 12:39:30,37.799369,-122.39767,4.8,608.2,156
2025-07-27 12:39:31,37.799402,-122.397688,4.8,612.0,156
2025-07-27 12:39:32,37.799414,-122.397695,5.2,615.8,157
2025-07-27 12:39:33,37.79945,-122.397717,4.6,618.0,157
2025-07-27 12:39:34,37.799463,-122.397725,5.2,620.1,157
2025-07-27 12:39:35,37.799475,-122.397733,5.0,622.3,157
2025-07-27 12:39:36,37.79951,-122.397758,4.8,626.1,157
2025-07-27 12:39:37,37.799523,-122.397767,4.2,629.9,157
2025-07-27 12:39:38,37.799557,-122.397795,3.8,632.0,157
2025-07-27 12:39:39,37.799566,-122.397806,4.8,634.1,157
2025-07-27 12:39:40,37.799576,-122.397816,4.6,636.2,157
2025-07-27 12:39:41,37.799603,-122.397839,4.0,638.2,157
2025-07-27 12:39:42,37.799613,-122.397849,5.0,640.1,157
2025-07-27 12:39:43,37.799624,-122.397858,4.6,642.1,158
2025-07-27 12:39:44,37.799649,-122.397881,4.2,644.8,158
2025-07-27 12:39:45,37.799659,-122.397892,4.6,647.4,158
2025-07-27 12:39:46,37.799693,-122.397911,4.6,649.7,158
2025-07-27 12:39:47,37.799708,-122.39792,5.2,652.0,157
2025-07-27 12:39:48,37.799722,-122.397929,4.6,654.3,157
2025-07-27 12:39:49,37.799746,-122.397963,4.4,657.5,157
2025-07-27 12:39:50,37.799754,-122.397975,4.6,660.7,157
2025-07-27 12:39:51,37.79978,-122.397995,5.2,662.7,157
2025-07-27 12:39:52,37.799789,-122.398008,4.6,664.6,157
2025-07-27 12:39:53,37.799799,-122.39802,4.6,666.6,157
2025-07-27 12:39:54,37.799824,-122.398041,4.8,669.3,157
2025-07-27 12:39:55,37.799832,-122.39805,5.0,672.0,157
2025-07-27 12:39:56,37.79986,-122.398086,4.6,674.3,155
2025-07-27 12:39:57,37.799872,-122.398098,4.8,676.6,155
2025-07-27 12:39:58,37.799884,-122.398109,5.0,678.9,155
2025-07-27 12:39:59,37.799913,-122.398141,4.8,681.3,155
2025-07-27 12:40:00,37.799927,-122.39815,4.4,683.7,155
2025-07-27 12:40:01,37.79994,-122.39816,4.4,686.1,155
2025-07-27 12:40:02,37.799972,-122.39818,4.4,689.2,155
2025-07-27 12:40:03,37.799982,-122.398187,4.4,692.2,155
2025-07-27 12:40:04,37.800013,-122.398209,4.6,694.4,155
2025-07-27 12:40:05,37.800026,-122.398216,5.0,696.7,155
2025-07-27 12:40:06,37.80004,-122.398223,5.0,698.9,156
2025-07-27 12:40:07,37.800065,-122.398257,4.8,701.9,156
2025-07-27 12:40:08,37.800074,-122.398268,4.0,704.9,157
2025-07-27 12:40:09,37.800113,-122.398301,4.4,707.1,157
2025-07-27 12:40:10,37.800131,-122.398319,4.6,709.3,157
2025-07-27 12:40:11,37.800149,-122.398338,4.2,711.5,157
2025-07-27 12:40:12,37.800176,-122.398363,4.6,714.6,157
2025-07-27 12:40:13,37.800184,-122.398373,5.0,717.7,157
2025-07-27 12:40:14,37.800217,-122.398393,4.6,720.0,157
2025-07-27 12:40:15,37.800227,-122.398407,5.0,722.4,157
2025-07-27 12:40:16,37.800238,-122.39842,4.6,724.7,156
2025-07-27 12:40:17,37.800273,-122.398445,4.6,726.9,157
2025-07-27 12:40:18,37.800286,-122.398452,4.4,729.1,157
2025-07-27 12:40:19,37.800299,-122.398458,4.2,731.3,157
2025-07-27 12:40:20,37.800326,-122.398487,4.4,734.2,157
2025-07-27 12:40:21,37.800335,-122.398496,4.2,737.1,157
2025-07-27 12:40:22,37.800365,-122.398527,4.6,739.6,157
2025-07-27 12:40:23,37.800375,-122.398539,4.6,742.2,157
2025-07-27 12:40:24,37.800384,-122.398551,4.8,744.7,157
2025-07-27 12:40:25,37.800407,-122.398579,5.0,747.5,157
2025-07-27 12:40:26,37.800414,-122.398583,4.8,750.2,157
2025-07-27 12:40:27,37.800442,-122.398612,4.4,751.9,157
2025-07-27 12:40:28,37.800454,-122.398621,4.6,753.7,157
2025-07-27 12:40:29,37.800466,-122.39863,4.2,755.4,157
2025-07-27 12:40:30,37.800495,-122.398654,4.8,758.5,157
2025-07-27 12:40:31,37.800505,-122.398663,4.2,761.5,157
2025-07-27 12:40:32,37.800529,-122.398694,5.0,763.7,157
2025-07-27 12:40:33,37.800538,-122.398709,4.6,765.9,156
2025-07-27 12:40:34,37.800547,-122.398723,4.6,768.1,156
2025-07-27 12:40:35,37.800575,-122.398746,4.8,770.2,156
2025-07-27 12:40:36,37.800589,-122.398756,5.0,772.2,156
2025-07-27 12:40:37,37.800602,-122.398766,4.8,774.3,156
2025-07-27 12:40:38,37.800636,-122.398782,3.8,777.4,156
2025-07-27 12:40:39,37.800645,-122.398793,4.2,780.5,156
2025-07-27 12:40:40,37.800677,-122.398815,4.4,782.6,156
2025-07-27 12:40:41,37.800691,-122.398824,4.8,784.7,156
2025-07-27 12:40:42,37.800704,-122.398834,4.8,786.8,156
2025-07-27 12:40:43,37.800729,-122.39886,4.6,790.3,156
2025-07-27 12:40:44,37.800736,-122.398867,4.4,793.8,156
2025-07-27 12:40:45,37.800763,-122.398897,4.4,795.6,156
2025-07-27 12:40:46,37.800773,-122.398907,4.2,797.5,155
2025-07-27 12:40:47,37.800783,-122.398916,4.6,799.3,155
2025-07-27 12:40:48,37.800816,-122.398939,4.2,800.8,155
2025-07-27 12:40:49,37.80083,-122.398945,4.2,802.2,155
2025-07-27 12:40:50,37.800844,-122.398952,4.4,803.7,155
2025-07-27 12:40:51,37.80087,-122.398975,5.0,807.5,154
2025-07-27 12:40:52,37.80088,-122.398986,5.2,811.3,154
2025-07-27 12:40:53,37.800912,-122.399013,4.8,813.7,154
2025-07-27 12:40:54,37.800923,-122.399024,4.4,816.0,154
2025-07-27 12:40:55,37.800935,-122.399035,4.0,818.4,154
2025-07-27 12:40:56,37.800967,-122.399063,4.4,821.4,154
2025-07-27 12:40:57,37.800975,-122.399074,4.2,824.4,154
2025-07-27 12:40:58,37.801011,-122.399096,4.6,826.8,154
2025-07-27 12:40:59,37.801023,-122.399108,4.6,829.2,154
2025-07-27 12:41:00,37.801035,-122.399121,4.0,831.6,156
2025-07-27 12:41:01,37.801064,-122.399151,4.8,834.9,156
2025-07-27 12:41:02,37.801073,-122.399158,4.6,838.2,156
2025-07-27 12:41:03,37.801096,-122.399171,4.8,840.0,156
2025-07-27 12:41:04,37.801112,-122.399179,4.6,841.8,156
2025-07-27 12:41:05,37.801128,-122.399186,4.8,843.6,156
2025-07-27 12:41:06,37.801161,-122.399225,4.4,846.0,156
2025-07-27 12:41:07,37.80117,-122.399237,4.6,848.3,156
2025-07-27 12:41:08,37.80118,-122.39925,4.2,850.7,156
2025-07-27 12:41:09,37.801212,-122.399277,4.2,854.2,156
2025-07-27 12:41:10,37.80122,-122.399284,4.4,857.6,156
2025-07-27 12:41:12,37.80127,-122.399323,4.4,860.9,156
2025-07-27 12:41:13,37.801279,-122.399329,4.4,864.2,157
2025-07-27 12:41:14,37.801305,-122.39936,4.2,867.5,157
2025-07-27 12:41:15,37.801317,-122.399367,4.4,870.7,157
2025-07-27 12:41:16,37.801347,-122.399389,4.2,872.8,157
2025-07-27 12:41:17,37.801357,-122.399402,4.0,874.9,157
2025-07-27 12:41:18,37.801366,-122.399414,4.2,877.0,157
2025-07-27 12:41:19,37.801389,-122.399438,4.6,879.9,155
2025-07-27 12:41:20,37.801398,-122.399449,5.4,882.7,155
2025-07-27 12:41:21,37.801423,-122.399476,4.6,884.8,155
2025-07-27 12:41:22,37.801434,-122.399485,4.2,886.8,155
2025-07-27 12:41:23,37.801444,-122.399495,4.6,888.9,155
2025-07-27 12:41:24,37.801476,-122.399518,4.6,890.6,154
2025-07-27 12:41:25,37.801489,-122.399531,4.2,892.2,154
2025-07-27 12:41:26,37.801503,-122.399544,4.2,893.9,154
2025-07-27 12:41:27,37.801525,-122.39956,4.8,897.5,154
2025-07-27 12:41:28,37.801533,-122.399568,5.0,901.1,154
2025-07-27 12:41:29,37.80157,-122.399592,4.8,903.1,154
2025-07-27 12:41:30,37.801581,-122.399602,5.0,905.1,154
2025-07-27 12:41:31,37.801592,-122.399612,5.0,907.1,153
2025-07-27 12:41:32,37.80162,-122.399637,4.4,910.3,153
2025-07-27 12:41:33,37.801629,-122.399645,5.0,913.5,153
2025-07-27 12:41:34,37.801656,-122.399672,4.8,915.6,153
2025-07-27 12:41:35,37.801662,-122.399678,4.6,917.8,153
2025-07-27 12:41:36,37.801668,-122.399685,4.6,919.9,153
2025-07-27 12:41:37,37.801693,-122.399705,4.2,923.2,153
2025-07-27 12:41:38,37.801702,-122.399715,5.2,926.5,155
2025-07-27 12:41:39,37.801738,-122.399741,4.4,928.7,155
2025-07-27 12:41:40,37.801752,-122.39975,4.8,931.0,155
2025-07-27 12:41:41,37.801766,-122.399759,4.8,933.2,155
2025-07-27 12:41:42,37.801788,-122.39978,5.2,934.8,155
2025-07-27 12:41:43,37.801797,-122.399789,5.6,936.5,155
2025-07-27 12:41:44,37.801807,-122.399798,4.8,938.1,155
2025-07-27 12:41:45,37.801833,-122.39982,5.2,941.3,155
2025-07-27 12:41:46,37.801842,-122.399828,5.2,944.4,155
2025-07-27 12:41:47,37.801873,-122.399859,5.0,946.5,155
2025-07-27 12:41:48,37.801886,-122.399872,5.2,948.5,155
2025-07-27 12:41:49,37.801898,-122.399884,4.4,950.6,155
2025-07-27 12:41:50,37.801916,-122.399912,4.8,953.8,155
2025-07-27 12:41:51,37.801924,-122.399921,4.6,957.0,153
2025-07-27 12:41:52,37.801951,-122.399947,4.6,958.8,152
2025-07-27 12:41:53,37.801962,-122.399956,4.8,960.6,152
2025-07-27 12:41:54,37.801974,-122.399964,4.6,962.4,152
2025-07-27 12:41:55,37.802002,-122.39998,4.8,964.1,152
2025-07-27 12:41:56,37.802014,-122.39999,4.4,965.8,152
2025-07-27 12:41:57,37.802025,-122.4,5.0,967.5,152
2025-07-27 12:41:58,37.802053,-122.400027,4.4,971.0,152
2025-07-27 12:41:59,37.802064,-122.400036,4.4,974.4,152
2025-07-27 12:42:00,37.802097,-122.400067,4.4,976.5,152
2025-07-27 12:42:01,37.80211,-122.400078,4.6,978.6,152
2025-07-27 12:42:02,37.802124,-122.40009,5.0,980.7,152
2025-07-27 12:42:03,37.802155,-122.400118,4.8,984.7,152
2025-07-27 12:42:04,37.802161,-122.400126,4.8,988.6,153
2025-07-27 12:42:05,37.802192,-122.400155,4.8,990.6,153
2025-07-27 12:42:06,37.802203,-122.400166,4.6,992.7,153
2025-07-27 12:42:07,37.802214,-122.400176,4.4,994.7,153
2025-07-27 12:42:08,37.802232,-122.400195,4.0,997.0,153
2025-07-27 12:42:09,37.802233,-122.400202,4.2,999.3,153
2025-07-27 12:42:10,37.802233,-122.400242,4.0,1001.0,153
2025-07-27 12:42:11,37.802245,-122.400254,4.8,1002.7,153
2025-07-27 12:42:12,37.802257,-122.400266,4.4,1004.4,153
2025-07-27 12:42:13,37.802297,-122.400285,4.6,1006.5,153
2025-07-27 12:42:14,37.802309,-122.400297,4.4,1008.7,154
2025-07-27 12:42:15,37.80232,-122.40031,4.8,1010.8,154
2025-07-27 12:42:16,37.802354,-122.400334,4.8,1014.0,154
