latitude,longitude,elevation
37.82724000033395,-122.47957665776588,72.11
37.82640500021305,-122.47947832777093,74.96000000000001
37.825570000000006,-122.47938,79.30000000000001
37.82555,-122.47943000000001,79.59
37.825480000000006,-122.47946,79.96000000000001
37.8254,-122.47942,80.06
37.8254,-122.47937,80.0
37.82452833355019,-122.4792666605633,79.56
37.823656667010106,-122.47916332356775,80.39
37.82278500037975,-122.47905998901312,81.84
37.821913333659104,-122.47895665689933,82.56
37.8210416668482,-122.47885332722625,83.17
37.820170000000005,-122.47875,83.49000000000001
37.81929857169859,-122.47864856424523,83.4
37.818427143310196,-122.47854713088547,82.9
37.81755571483482,-122.47844569992063,82.32000000000001
37.81668428627246,-122.47834427135051,81.08000000000001
37.81581285762315,-122.478242845175,79.87
37.814941428886875,-122.47814142139404,78.34
37.81407,-122.47804000000001,78.32
37.814060000000005,-122.47809000000001,78.34
37.81401,-122.47812,78.29
37.81391,-122.47808,78.06
37.81392,-122.47803,77.88000000000001
37.81306000008075,-122.47792666425823,73.78000000000002
37.81220000007124,-122.4778233309238,71.95
37.81134,-122.47772,69.48
37.8104849999137,-122.47762999894516,66.31
37.809630000000006,-122.47754,63.99
37.80908,-122.4774,62.27
37.808710000000005,-122.47719000000001,61.38
37.80848,-122.47705,60.09
37.80796,-122.47663000000001,58.620000000000005
37.80789,-122.47678,57.150000000000006
37.807790000000004,-122.47687,56.150000000000006
37.807790000000004,-122.47691,56.150000000000006
37.80763,-122.47692,57.02
37.807460000000006,-122.477,57.7
37.80735,-122.477,58.2
37.80726000000001,-122.47696,58.34
37.80689,-122.47705,58.580000000000005
37.806380000000004,-122.47704000000002,59.480000000000004
37.80603,-122.47691,61.69
37.805670000000006,-122.47651,62.68
37.805580000000006,-122.47642,62.84
37.8055,-122.47643000000001,63.18
37.80509,-122.47670000000001,66.27000000000001
37.805060000000005,-122.47651,66.08
37.804930000000006,-122.47652000000001,66.41000000000001
37.80471,-122.47647,67.33
37.804750000000006,-122.47628000000002,67.98
37.8046,-122.4762,68.60000000000001
37.80451,-122.47610000000002,68.81
37.80445,-122.47598,69.08
37.804410000000004,-122.47567000000001,69.4
37.804120000000005,-122.47567000000001,70.25
37.803900000000006,-122.47571,71.96000000000001
37.803630000000005,-122.47583000000002,74.02
37.803175000231214,-122.47612000186577,77.46
37.80272,-122.47641000000002,79.92
37.802550000000004,-122.47651,80.93
37.80219,-122.47678,83.01
37.801770000000005,-122.47727,85.41000000000001
37.801500000000004,-122.47745,86.19
37.80109,-122.47761000000001,86.60000000000001
37.80075,-122.47781,87.11
37.800380000000004,-122.47812,87.94
37.80019,-122.47826,87.74000000000001
37.79968,-122.47835,85.37
37.799310000000006,-122.47844,83.15
37.79887500045317,-122.47866500120126,79.87
37.79844000000001,-122.47889,76.73
37.7982,-122.47897,75.75000000000001
37.797740000000005,-122.47879,72.07000000000001
37.79749,-122.47865000000002,69.89
37.7974,-122.47861,69.89
37.79724,-122.47866,68.55
37.797160000000005,-122.4787,67.07000000000001
37.79708,-122.47883000000002,66.29
37.79688,-122.47924,62.45
37.796730000000004,-122.47937,61.550000000000004
37.796130000000005,-122.47964,54.57000000000001
37.7958,-122.47973,50.53
37.795700000000004,-122.47978,50.53
37.79531,-122.48045,42.06
37.79522,-122.4805,41.25
37.79511,-122.48054,40.89
37.795010000000005,-122.48054,39.66
37.7943,-122.48043000000001,36.4
37.79406,-122.48044000000002,35.82000000000001
37.79386,-122.48047000000001,34.4
37.79339,-122.48073000000001,32.89
37.793290000000006,-122.48081,32.32
37.7931,-122.4809,31.310000000000002
37.792350000000006,-122.48102000000002,28.720000000000002
37.792210000000004,-122.48106000000001,28.57
37.79144500041119,-122.48131500259467,26.580000000000002
37.79068,-122.48157,24.75
37.78984000031141,-122.4818650033733,22.910000000000004
37.789,-122.48216000000001,20.8
37.78876,-122.48230000000001,20.240000000000002
37.78864,-122.48238,20.17
37.788410000000006,-122.48259000000002,19.89
37.788140000000006,-122.48291,20.71
37.78799,-122.48315000000001,20.630000000000003
37.787760000000006,-122.48376,23.340000000000003
37.7877,-122.48400000000001,24.17
37.78766,-122.4843,26.13
37.78761000925443,-122.4853466681735,32.120000000000005
37.7875600092501,-122.48639333493077,34.1
37.787510000000005,-122.48744,36.89000000000001
37.78662529438916,-122.48737645842066,41.13
37.785740588744176,-122.48731291836268,47.03
37.784855883065084,-122.48724937982595,46.53
37.783971177351866,-122.48718584281043,45.78
37.78308647160454,-122.48712230731603,45.34
37.7822017658231,-122.48705877334262,44.68000000000001
37.781317060007545,-122.48699524089015,44.7
37.780432354157874,-122.48693170995855,49.230000000000004
37.779547648274104,-122.48686818054769,51.980000000000004
37.77866294235623,-122.48680465265753,55.34
37.777778236404224,-122.48674112628798,56.45
37.776893530418135,-122.4866776014389,60.50000000000001
37.77600882439795,-122.48661407811026,62.92
37.775124118343655,-122.48655055630196,54.99
37.77423941225528,-122.48648703601394,51.17000000000001
37.773354706132785,-122.48642351724608,50.300000000000004
37.772470000000006,-122.48636,50.120000000000005
37.772510000000004,-122.48551,52.04
37.772535001398836,-122.48493500015128,52.99
37.772560000000006,-122.48436000000001,54.690000000000005
37.772470000000006,-122.48437000000001,54.84
37.772470000000006,-122.48427000000001,54.84
37.772290000000005,-122.48422000000001,55.010000000000005
